movieid|Title|Year|Rated|Released|Runtime|Director|Writer|Actors|Poster|imdbRating|imdbVotes|imdbID|Action|Adventure|Animation|Biography|Comedy|Crime|Documentary|Drama|Family|Fantasy|History|Horror|Mystery|Romance|Sci-Fi|Thriller|War|Western
67|Burn After Reading|2008|R|39703|1 h 36 min|Ethan Coen, Joel Coen|Joel Coen, Ethan Coen|Brad Pitt, Frances McDormand, George Clooney, John Malkovich|http://ia.media-imdb.com/images/M/MV5BMTczNjQxODE0N15BMl5BanBnXkFtZTcwMzIxMjc3MQ@@._V1_SX300.jpg|7|169646|tt0887883|0|0|0|0|1|1|0|1|0|0|0|0|0|0|0|0|0|0
68|Cape Fear|1991|R|33555|2 h 8 min|Martin Scorsese|John D. MacDonald, James R. Webb|Robert De Niro, Nick Nolte, Jessica Lange, Juliette Lewis|http://ia.media-imdb.com/images/M/MV5BMTMyMjc1NTEzOF5BMl5BanBnXkFtZTcwNzk1ODAzMQ@@._V1_SX300.jpg|7.3|88385|tt0101540|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
69|Captain America: The First Avenger|2011|PG-13|40746|2 h 4 min|Joe Johnston|Christopher Markus, Stephen McFeely|Chris Evans, Hugo Weaving, Samuel L. Jackson, Hayley Atwell|http://ia.media-imdb.com/images/M/MV5BMTYzOTc2NzU3N15BMl5BanBnXkFtZTcwNjY3MDE3NQ@@._V1_SX300.jpg|6.8|223930|tt0458339|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
70|Casino|1995|R|35025|2 h 58 min|Martin Scorsese|Nicholas Pileggi, Nicholas Pileggi|Robert De Niro, Sharon Stone, Joe Pesci, James Woods|http://ia.media-imdb.com/images/M/MV5BMTMzMjkwMTk4Nl5BMl5BanBnXkFtZTYwNjYxMjk5._V1_SX300.jpg|8.2|199729|tt0112641|0|0|0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0
71|Catch Me If You Can|2002|PG-13|37615|2 h 21 min|Steven Spielberg|Jeff Nathanson, Frank Abagnale Jr.|Leonardo DiCaprio, Tom Hanks, Christopher Walken, Martin Sheen|http://ia.media-imdb.com/images/M/MV5BMTY5MzYzNjc5NV5BMl5BanBnXkFtZTYwNTUyNTc2._V1_SX300.jpg|7.9|281943|tt0264464|0|0|0|1|1|1|0|1|0|0|0|0|0|0|0|0|0|0
72|Catch That Kid|2004|PG|38023|1 h 31 min|Bart Freundlich|Nikolaj Arcel, Hans Fabian Wullenweber|Kristen Stewart, Sam Robards, Jennifer Beals, Corbin Bleu|http://ia.media-imdb.com/images/M/MV5BOTcwMzMxNjUyM15BMl5BanBnXkFtZTYwNTY4MjY2._V1_SX300.jpg|4.9|5748|tt0337917|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0
73|Cats & Dogs|2001|PG|37076|1 h 27 min|Lawrence Guterman|John Requa, Glenn Ficarra|Alec Baldwin, Tobey Maguire, Jeff Goldblum, Elizabeth Perkins|http://ia.media-imdb.com/images/M/MV5BMjExMjIwNzE4OV5BMl5BanBnXkFtZTYwNTY0MDI5._V1_SX300.jpg|5.1|32354|tt0239395|1|1|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0
74|Changeling|2008|R|39752|2 h 21 min|Clint Eastwood|J. Michael Straczynski|Angelina Jolie, Colm Feore, Amy Ryan, Gattlin Griffith|http://ia.media-imdb.com/images/M/MV5BOTA1Mzg3NjIxNV5BMl5BanBnXkFtZTcwNzU2NTc5MQ@@._V1_SX300.jpg|7.8|141411|tt0824747|0|0|0|0|0|0|0|1|0|0|1|0|1|0|0|1|0|0
75|Chinatown|1974|TV-14|27200|2 h 10 min|Roman Polanski|Robert Towne|Jack Nicholson, Faye Dunaway, John Huston, Perry Lopez|http://ia.media-imdb.com/images/M/MV5BMTUyMTQ1NjA2OV5BMl5BanBnXkFtZTcwODQ1Njg3OA@@._V1_SX300.jpg|8.4|136155|tt0071315|0|0|0|0|0|1|0|1|0|0|0|0|1|0|0|1|0|0
76|Cinderella Man|2005|PG-13|38506|2 h 24 min|Ron Howard|Cliff Hollingsworth, Akiva Goldsman|Russell Crowe, Renée Zellweger, Craig Bierko, Paul Giamatti|http://ia.media-imdb.com/images/M/MV5BMTI3OTg5NTkyOV5BMl5BanBnXkFtZTcwNjI4NzIzMQ@@._V1_SX300.jpg|7.9|106368|tt0352248|0|0|0|1|0|0|0|1|0|0|0|0|0|1|0|0|0|0
77|City Lights|1931|G|11389|1 h 27 min|Charles Chaplin|Charles Chaplin|Charles Chaplin, Virginia Cherrill, Florence Lee, Harry Myers|http://ia.media-imdb.com/images/M/MV5BMTc2NzYxMzY5MV5BMl5BanBnXkFtZTYwNzY5MTE5._V1_SX300.jpg|8.6|57282|tt0021749|0|0|0|0|1|0|0|1|0|0|0|0|0|1|0|0|0|0
78|Cocoon|1985|PG-13|31219|1 h 57 min|Ron Howard|Tom Benedek, David Saperstein|Don Ameche, Wilford Brimley, Hume Cronyn, Brian Dennehy|http://ia.media-imdb.com/images/M/MV5BMTc5MjAzMDYxM15BMl5BanBnXkFtZTcwMjE0OTUyMQ@@._V1_SX300.jpg|6.6|31393|tt0088933|0|0|0|0|1|0|0|1|0|0|0|0|0|0|1|0|0|0
79|Conquest 1453|2012|Unrated|41024|2 h 40 min|Faruk Aksoy|Atilla Engin, Irfan Saruhan|Devrim Evin, Ibrahim Celikkol, Dilek Serbest, Cengiz Coskun|http://ia.media-imdb.com/images/M/MV5BMTM2MDk3MDkwMF5BMl5BanBnXkFtZTcwMjMxODYyNw@@._V1_SX300.jpg|7.6|39529|tt1783232|1|1|0|0|0|0|0|1|0|0|1|0|0|0|0|0|1|0
80|Contagion|2011|PG-13|40795|1 h 46 min|Steven Soderbergh|Scott Z. Burns|Matt Damon, Kate Winslet, Jude Law, Marion Cotillard|http://ia.media-imdb.com/images/M/MV5BMTY3MDk5MDc3OV5BMl5BanBnXkFtZTcwNzAyNTg0Ng@@._V1_SX300.jpg|6.7|127118|tt1598778|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1|1|0|0
81|Cosmopolis|2012|R|41054|1 h 49 min|David Cronenberg|David Cronenberg, Don DeLillo|Robert Pattinson, Juliette Binoche, Sarah Gadon, Mathieu Amalric|http://ia.media-imdb.com/images/M/MV5BMTY1NjI0MDYyNV5BMl5BanBnXkFtZTcwNDIzMDEyOA@@._V1_SX300.jpg|5.1|24403|tt1480656|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
82|Cougar Club|2007|R|N/A|1 h 33 min|Christopher Duddy|Christopher Duddy, Glenn W. Garland|Jason Jurman, Warren Kole, Joe Mantegna, Kaley Cuoco|http://ia.media-imdb.com/images/M/MV5BMTk3NDk2OTM2Nl5BMl5BanBnXkFtZTcwNjg1MDU1MQ@@._V1_SX300.jpg|4.1|2550|tt0795361|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
83|Crash|2004|R|38478|1 h 52 min|Paul Haggis|Paul Haggis, Paul Haggis|Don Cheadle, Sandra Bullock, Thandie Newton, Karina Arroyave|http://ia.media-imdb.com/images/M/MV5BOTk1OTA1MjIyNV5BMl5BanBnXkFtZTcwODQxMTkyMQ@@._V1_SX300.jpg|7.9|271987|tt0375679|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
84|Crimes of the Future|1970|R|30904|1 h 10 min|David Cronenberg|David Cronenberg|Ronald Mlodzik, Jon Lidolt, Tania Zolty, Jack Messinger|http://ia.media-imdb.com/images/M/MV5BMTc2Mjg5MjMzMl5BMl5BanBnXkFtZTcwNjgxNjUyMQ@@._V1_SX300.jpg|5.2|730|tt0065591|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0|0
85|Crossroads|2002|PG-13|37302|1 h 33 min|Tamra Davis|Shonda Rhimes|Britney Spears, Anson Mount, Zoe Saldana, Taryn Manning|http://ia.media-imdb.com/images/M/MV5BMTI4OTkzNjQ0M15BMl5BanBnXkFtZTcwODM5MjcyMQ@@._V1_SX300.jpg|3|27898|tt0275022|0|1|0|0|1|0|0|1|0|0|0|0|0|1|0|0|0|0
86|Cursed|2005|R|38408|1 h 37 min|Wes Craven|Kevin Williamson|Christina Ricci, Jesse Eisenberg, Portia de Rossi, Mya|http://ia.media-imdb.com/images/M/MV5BMTIyMjcxOTUyMV5BMl5BanBnXkFtZTcwMjcxMjkyMQ@@._V1_SX300.jpg|4.9|20447|tt0257516|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|1|0|0
87|Danika|2006|R|N/A|1 h 19 min|Ariel Vromen|Joshua Leibner|Marisa Tomei, Hannah Marks, Guy Camilleri, Akuyoe Graham|http://ia.media-imdb.com/images/M/MV5BMjEzMjY5NDAyNl5BMl5BanBnXkFtZTcwODY0MzE0MQ@@._V1_SX300.jpg|5.6|2482|tt0469062|0|0|0|0|0|0|0|1|0|0|0|1|1|0|0|1|0|0
88|Das Boot|1981|R|29992|2 h 29 min|Wolfgang Petersen|Wolfgang Petersen, Lothar G. Buchheim|Jürgen Prochnow, Herbert Grönemeyer, Klaus Wennemann, Hubertus Bengsch|http://ia.media-imdb.com/images/M/MV5BMjE5Mzk5OTQ0Nl5BMl5BanBnXkFtZTYwNzUwMTQ5._V1_SX300.jpg|8.4|109986|tt0082096|1|1|0|0|0|0|0|1|0|0|1|0|0|0|0|0|1|0
89|Dead Man's Burden|2012|N/A|41397|1 h 33 min|Jared Moshe|Jared Moshe|Barlow Jacobs, Clare Bowen, David Call, Joseph Lyle Taylor|http://ia.media-imdb.com/images/M/MV5BMTQxNjQyMzI3OF5BMl5BanBnXkFtZTcwMDQxNDA0OQ@@._V1_SX300.jpg|4.8|128|tt2094155|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1
90|Dead Ringers|1988|R|32409|1 h 56 min|David Cronenberg|David Cronenberg, Norman Snider|Jeremy Irons, Geneviève Bujold, Heidi von Palleske, Barbara Gordon|http://ia.media-imdb.com/images/M/MV5BMTQ4OTk1NTQyOV5BMl5BanBnXkFtZTcwMjg2NzkyMQ@@._V1_SX300.jpg|7.3|19880|tt0094964|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0
91|Deadline|2009|R|40207|1 h 25 min|Sean McConville|Sean McConville|Brittany Murphy, Thora Birch, Tammy Blanchard, Marc Blucas|http://ia.media-imdb.com/images/M/MV5BMTgyNjU0ODc3OF5BMl5BanBnXkFtZTcwNjY1NzA0Mw@@._V1_SX300.jpg|4.4|3061|tt1242618|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|1|0|0
92|Death Race|2008|R|39682|1 h 51 min|Paul W.S. Anderson|Paul W.S. Anderson, Paul W.S. Anderson|Jason Statham, Joan Allen, Tyrese Gibson, Ian McShane|http://ia.media-imdb.com/images/M/MV5BMTkwMDU1ODg5Ml5BMl5BanBnXkFtZTcwNjMzNjY3MQ@@._V1_SX300.jpg|6.4|112258|tt0452608|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0
93|Dial M for Murder|1954|Approved|19873|1 h 45 min|Alfred Hitchcock|Frederick Knott, Frederick Knott|Ray Milland, Grace Kelly, Robert Cummings, John Williams|http://ia.media-imdb.com/images/M/MV5BMTMwNzc1MzM2M15BMl5BanBnXkFtZTYwNDUxNDU2._V1_SX300.jpg|8.2|59681|tt0046912|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|1|0|0
94|Django Unchained|2012|R|41268|2 h 45 min|Quentin Tarantino|Quentin Tarantino|Jamie Foxx, Christoph Waltz, Leonardo DiCaprio, Kerry Washington|http://ia.media-imdb.com/images/M/MV5BMjIyNTQ5NjQ1OV5BMl5BanBnXkFtZTcwODg1MDU4OA@@._V1_SX300.jpg|8.5|372568|tt1853728|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
95|Doghouse|2009|Not Rated|39976|1 h 29 min|Jake West|Dan Schaffer|Danny Dyer, Noel Clarke, Emil Marwa, Lee Ingleby|http://ia.media-imdb.com/images/M/MV5BNDk0NjYxNTAwNl5BMl5BanBnXkFtZTcwMzE1NTk5Mw@@._V1_SX300.jpg|6|12949|tt1023500|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0
96|Downfall|2004|R|38246|2 h 36 min|Oliver Hirschbiegel|Bernd Eichinger, Joachim Fest|Bruno Ganz, Alexandra Maria Lara, Ulrich Matthes, Juliane Köhler|http://ia.media-imdb.com/images/M/MV5BMTM1OTI1MjE2Nl5BMl5BanBnXkFtZTcwMTEwMzc4NA@@._V1_SX300.jpg|8.3|155643|tt0363163|0|0|0|1|0|0|0|1|0|0|1|0|0|0|0|0|1|0
97|Eagle vs Shark|2007|R|39311|1 h 28 min|Taika Waititi|Taika Waititi, Taika Waititi|Loren Taylor, Jemaine Clement, Craig Hall, Joel Tobeck|http://ia.media-imdb.com/images/M/MV5BOTUxMzY3MzI0NV5BMl5BanBnXkFtZTcwMDUwMDU0MQ@@._V1_SX300.jpg|6.7|11540|tt0494222|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0
98|Eastern Promises|2007|R|39346|1 h 40 min|David Cronenberg|Steven Knight|Naomi Watts, Viggo Mortensen, Armin Mueller-Stahl, Josef Altin|http://ia.media-imdb.com/images/M/MV5BMTcwMzU0OTY3NF5BMl5BanBnXkFtZTYwNzkwNjg2._V1_SX300.jpg|7.7|138305|tt0765443|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|1|0|0
99|Eating Out|2004|Unrated|N/A|1 h 30 min|Q. Allan Brocka|Q. Allan Brocka|Scott Lunsford, Jim Verraros, Emily Brooke Hands, Rebekah Kochan|http://ia.media-imdb.com/images/M/MV5BMTY2NDI3MjMzMl5BMl5BanBnXkFtZTcwOTEwMjAzMQ@@._V1_SX300.jpg|5.8|3502|tt0372884|0|0|0|0|1|0|0|1|0|0|0|0|0|1|0|0|0|0
100|Edge of Darkness|2010|R|40207|1 h 57 min|Martin Campbell|William Monahan, Andrew Bovell|Mel Gibson, Ray Winstone, Danny Huston, Bojana Novakovic|http://ia.media-imdb.com/images/M/MV5BMTczMDk5MTg5Ml5BMl5BanBnXkFtZTcwOTYyMjE5Mg@@._V1_SX300.jpg|6.6|55002|tt1226273|0|0|0|0|0|1|0|1|0|0|0|0|1|0|0|1|0|0
101|Edtv|1999|PG-13|36245|2 h 2 min|Ron Howard|Émile Gaudreault, Sylvie Bouchard|Matthew McConaughey, Jenna Elfman, Woody Harrelson, Sally Kirkland|http://ia.media-imdb.com/images/M/MV5BMTIxMzU2MDkzOF5BMl5BanBnXkFtZTcwNjM0NTMyMQ@@._V1_SX300.jpg|6|27938|tt0131369|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
102|Elite Squad: The Enemy Within|2010|Unrated|40459|1 h 55 min|José Padilha|José Padilha, José Padilha|Wagner Moura, Irandhir Santos, André Ramiro, Milhem Cortaz|http://ia.media-imdb.com/images/M/MV5BMjA0NjA2OTk2MV5BMl5BanBnXkFtZTcwNzIxNjk5Ng@@._V1_SX300.jpg|8|37116|tt1555149|1|0|0|0|0|1|0|1|0|0|0|0|0|0|0|1|0|0
103|Empire of the Sun|1987|PG|32136|2 h 32 min|Steven Spielberg|J.G. Ballard, Tom Stoppard|Christian Bale, John Malkovich, Miranda Richardson, Nigel Havers|http://ia.media-imdb.com/images/M/MV5BMTI1Nzk0MjI5Ml5BMl5BanBnXkFtZTYwMDc1NDc5._V1_SX300.jpg|7.7|60061|tt0092965|0|0|0|0|0|0|0|1|0|0|1|0|0|0|0|0|1|0
104|Epic|2013|PG|41418|1 h 42 min|Chris Wedge|James V. Hart, William Joyce|Amanda Seyfried, Josh Hutcherson, Beyoncé Knowles, Colin Farrell|http://ia.media-imdb.com/images/M/MV5BMTgyNDYwNzE5NV5BMl5BanBnXkFtZTcwMzUyODM5OA@@._V1_SX300.jpg|6.7|11016|tt0848537|0|1|1|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0
105|Erin Brockovich|2000|R|36602|2 h 11 min|Steven Soderbergh|Susannah Grant|Julia Roberts, Albert Finney, David Brisbin, Dawn Didawick|http://ia.media-imdb.com/images/M/MV5BMTI3MjY3OTkwNl5BMl5BanBnXkFtZTYwMTQ5MDg4._V1_SX300.jpg|7.2|93824|tt0195685|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0
106|Essential Killing|2010|15A|40473|1 h 23 min|Jerzy Skolimowski|Jerzy Skolimowski, Ewa Piaskowska|Vincent Gallo, Emmanuelle Seigner, Zach Cohen, Iftach Ophir|http://ia.media-imdb.com/images/M/MV5BNTE5NjAxMTEzNl5BMl5BanBnXkFtZTcwMjYzMDQ0Ng@@._V1_SX300.jpg|6.1|4696|tt1561768|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0
107|Eternal Sunshine of the Spotless Mind|2004|R|38065|1 h 48 min|Michel Gondry|Charlie Kaufman, Michel Gondry|Jim Carrey, Kate Winslet, Tom Wilkinson, Gerry Robert Byrne|http://ia.media-imdb.com/images/M/MV5BMTY4NzcwODg3Nl5BMl5BanBnXkFtZTcwNTEwOTMyMw@@._V1_SX300.jpg|8.4|403358|tt0338013|0|0|0|0|0|0|0|1|0|0|0|0|0|1|1|0|0|0
108|eXistenZ|1999|R|36273|1 h 37 min|David Cronenberg|David Cronenberg|Jude Law, Jennifer Jason Leigh, Ian Holm, Willem Dafoe|http://ia.media-imdb.com/images/M/MV5BMTUwMjc1NDM2N15BMl5BanBnXkFtZTcwMDQ0MTIyMQ@@._V1_SX300.jpg|6.8|56138|tt0120907|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
109|Exorcist: The Beginning|2004|R|38219|1 h 54 min|Renny Harlin|William Peter Blatty, William Wisher Jr.|Stellan Skarsgård, Izabella Scorupco, James D'Arcy, Remy Sweeney|http://ia.media-imdb.com/images/M/MV5BMjI0NzY1MzQ0MV5BMl5BanBnXkFtZTcwOTM1MTEzMw@@._V1_SX300.jpg|5|22256|tt0204313|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|1|0|0
110|Faces in the Crowd|2011|R|40823|1 h 43 min|Julien Magnat|Julien Magnat, Agnès Caffin|Milla Jovovich, Julian McMahon, David Atrakchi, Michael Shanks|http://ia.media-imdb.com/images/M/MV5BMjA3NzQzNTkyMF5BMl5BanBnXkFtZTcwNDgxODk4Ng@@._V1_SX300.jpg|5.5|10145|tt1536410|0|0|0|0|0|1|0|1|0|0|0|0|1|0|0|1|0|0
111|Far and Away|1992|PG-13|33746|2 h 20 min|Ron Howard|Bob Dolman, Ron Howard|Tom Cruise, Nicole Kidman, Thomas Gibson, Robert Prosky|http://ia.media-imdb.com/images/M/MV5BMjE4MjUxMDk0NV5BMl5BanBnXkFtZTYwNTM4ODY5._V1_SX300.jpg|6.4|34077|tt0104231|0|1|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|1
112|Fargo|1996|R|35160|1 h 38 min|Joel Coen|Ethan Coen, Joel Coen|William H. Macy, Frances McDormand, Steve Buscemi, Peter Stormare|http://ia.media-imdb.com/images/M/MV5BMTgxNzY3MzUxOV5BMl5BanBnXkFtZTcwMDA0NjMyNA@@._V1_SX300.jpg|8.2|264102|tt0116282|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0
113|Fast Company|1979|R|29068|1 h 31 min|David Cronenberg|David Cronenberg, Nicholas Campbell|William Smith, Claudia Jennings, John Saxon, Nicholas Campbell|http://ia.media-imdb.com/images/M/MV5BMTI2Nzk5NTg4MF5BMl5BanBnXkFtZTcwNTI4NTUyMQ@@._V1_SX300.jpg|5.4|787|tt0079138|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
114|Fast Five|2011|PG-13|40662|2 h 10 min|Justin Lin|Chris Morgan, Gary Scott Thompson|Vin Diesel, Paul Walker, Dwayne Johnson, Jordana Brewster|http://ia.media-imdb.com/images/M/MV5BMTUxNTk5MTE0OF5BMl5BanBnXkFtZTcwMjA2NzY3NA@@._V1_SX300.jpg|7.3|174063|tt1596343|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0
115|Final Destination 5|2011|R|40767|1 h 32 min|Steven Quale|Eric Heisserer, Jeffrey Reddick|Nicholas D'Agosto, Emma Bell, Arlen Escarpeta, Miles Fisher|http://ia.media-imdb.com/images/M/MV5BMTgyOTExNDc1M15BMl5BanBnXkFtZTcwMDA0MTA4NQ@@._V1_SX300.jpg|5.8|53772|tt1622979|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0
116|Finding Nemo|2003|G|37771|1 h 40 min|Andrew Stanton, Lee Unkrich|Andrew Stanton, Andrew Stanton|Albert Brooks, Ellen DeGeneres, Alexander Gould, Willem Dafoe|http://ia.media-imdb.com/images/M/MV5BMTY1MTg1NDAxOV5BMl5BanBnXkFtZTcwMjg1MDI5Nw@@._V1_SX300.jpg|8.1|370576|tt0266543|0|1|1|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0
117|Flags of Our Fathers|2006|R|39010|2 h 12 min|Clint Eastwood|William Broyles Jr., Paul Haggis|Ryan Phillippe, Barry Pepper, Joseph Cross, Jesse Bradford|http://ia.media-imdb.com/images/M/MV5BMTU2MjYxMjMyMF5BMl5BanBnXkFtZTYwMzAwMDc3._V1_SX300.jpg|7.1|74125|tt0418689|0|0|0|0|0|0|0|1|0|0|1|0|0|0|0|0|1|0
118|Fracture|2007|R|39192|1 h 53 min|Gregory Hoblit|Daniel Pyne, Glenn Gers|Anthony Hopkins, Ryan Gosling, David Strathairn, Rosamund Pike|http://ia.media-imdb.com/images/M/MV5BMzIzNjQyMzkwM15BMl5BanBnXkFtZTcwOTg5ODQ0MQ@@._V1_SX300.jpg|7.1|93762|tt0488120|0|0|0|0|0|1|0|1|0|0|0|0|1|0|0|1|0|0
119|From Paris with Love|2010|R|40214|1 h 32 min|Pierre Morel|Adi Hasak, Luc Besson|John Travolta, Jonathan Rhys Meyers, Kasia Smutniak, Richard Durden|http://ia.media-imdb.com/images/M/MV5BNDUyMzExOTAyM15BMl5BanBnXkFtZTcwMTU0NjAyMw@@._V1_SX300.jpg|6.4|70080|tt1179034|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0
120|From Within|2008|R|39967|1 h 29 min|Phedon Papamichael|Brad Keene|Elizabeth Rice, Thomas Dekker, Kelly Blatz, Laura Allen|http://ia.media-imdb.com/images/M/MV5BMjEwOTMyOTE3Ml5BMl5BanBnXkFtZTcwMjkyNTg0Mg@@._V1_SX300.jpg|5.6|4071|tt1063056|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|1|0|0
121|Frost/Nixon|2008|R|39836|2 h 2 min|Ron Howard|Peter Morgan, Peter Morgan|Frank Langella, Michael Sheen, Kevin Bacon, Sam Rockwell|http://ia.media-imdb.com/images/M/MV5BOTY4NTU2NTU4NF5BMl5BanBnXkFtZTcwNjE0OTc5MQ@@._V1_SX300.jpg|7.7|66812|tt0870111|0|0|0|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0
122|Full Frontal|2002|R|37519|1 h 41 min|Steven Soderbergh|Coleman Hough|Julia Roberts, David Hyde Pierce, David Duchovny, Nicky Katt|http://ia.media-imdb.com/images/M/MV5BNzE5NjAwNDk3Nl5BMl5BanBnXkFtZTYwOTk3MjM3._V1_SX300.jpg|4.7|7562|tt0290212|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0
123|G.I. Jane|1997|R|35664|2 h 5 min|Ridley Scott|Danielle Alexandra, David Twohy|Demi Moore, Viggo Mortensen, Anne Bancroft, Jason Beghe|http://ia.media-imdb.com/images/M/MV5BMTUxNDY0ODY5MV5BMl5BanBnXkFtZTcwNjM5MzkxMQ@@._V1_SX300.jpg|5.7|43434|tt0119173|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
124|Gangs of New York|2002|R|37610|2 h 47 min|Martin Scorsese|Jay Cocks, Jay Cocks|Leonardo DiCaprio, Cameron Diaz, Daniel Day-Lewis, Jim Broadbent|http://ia.media-imdb.com/images/M/MV5BMTI4NTM0Mzg2NV5BMl5BanBnXkFtZTcwNjQxMDAwMQ@@._V1_SX300.jpg|7.5|204034|tt0217505|0|0|0|0|0|1|0|1|0|0|1|0|0|0|0|0|0|0
125|Gangster Squad|2013|R|41285|1 h 53 min|Ruben Fleischer|Will Beall, Paul Lieberman|Sean Penn, Ryan Gosling, Emma Stone, Giovanni Ribisi|http://ia.media-imdb.com/images/M/MV5BMTcwMjAyMTUzMl5BMl5BanBnXkFtZTcwODgxNzk1OA@@._V1_SX300.jpg|6.8|75242|tt1321870|1|0|0|0|0|1|0|1|0|0|0|0|0|0|0|1|0|0
126|Get the Gringo|2012|R|40983|1 h 36 min|Adrian Grunberg|Mel Gibson, Stacy Perskie|Mel Gibson, Kevin Hernandez, Daniel Giménez Cacho, Jesús Ochoa|http://ia.media-imdb.com/images/M/MV5BMjI1MzA0NjYxNF5BMl5BanBnXkFtZTcwODg3Mjc2Nw@@._V1_SX300.jpg|7|50299|tt1567609|1|0|0|0|0|1|0|1|0|0|0|0|0|0|0|1|0|0
127|Ghost Rider|2007|PG-13|39129|1 h 54 min|Mark Steven Johnson|Mark Steven Johnson, Mark Steven Johnson|Nicolas Cage, Eva Mendes, Sam Elliott, Matt Long|http://ia.media-imdb.com/images/M/MV5BMzIyNDE5ODI1OV5BMl5BanBnXkFtZTcwNTIyNDE0MQ@@._V1_SX300.jpg|5.2|121751|tt0259324|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0
128|Gladiator|2000|R|36651|2 h 35 min|Ridley Scott|David Franzoni, David Franzoni|Russell Crowe, Joaquin Phoenix, Connie Nielsen, Oliver Reed|http://ia.media-imdb.com/images/M/MV5BNTQ2NzI0ODc5MV5BMl5BanBnXkFtZTcwMTA0MTk3OA@@._V1_SX300.jpg|8.5|550361|tt0172495|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
129|Good Deeds|2012|PG-13|40963|1 h 50 min|Tyler Perry|Tyler Perry|Tyler Perry, Gabrielle Union, Thandie Newton, Eddie Cibrian|http://ia.media-imdb.com/images/M/MV5BMjI0ODcxMzk3N15BMl5BanBnXkFtZTcwNjAzMTMwNw@@._V1_SX300.jpg|4.6|4493|tt1885265|0|0|0|0|1|0|0|1|0|0|0|0|0|1|0|0|0|0
130|Goodfellas|1990|R|33135|2 h 26 min|Martin Scorsese|Nicholas Pileggi, Nicholas Pileggi|Robert De Niro, Ray Liotta, Joe Pesci, Lorraine Bracco|http://ia.media-imdb.com/images/M/MV5BMjU3MTQ4OTA0MV5BMl5BanBnXkFtZTYwNjAyMDg4._V1_SX300.jpg|8.8|428549|tt0099685|0|0|0|1|0|1|0|1|0|0|0|0|0|0|0|1|0|0
131|Gran Torino|2008|R|39822|1 h 56 min|Clint Eastwood|Nick Schenk, Dave Johannson|Clint Eastwood, Bee Vang, Christopher Carley, Ahney Her|http://ia.media-imdb.com/images/M/MV5BMTQyMTczMTAxMl5BMl5BanBnXkFtZTcwOTc1ODE0Mg@@._V1_SX300.jpg|8.2|332195|tt1205489|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
132|Gray's Anatomy|1996|Not Rated|35508|1 h 20 min|Steven Soderbergh|Spalding Gray, Renée Shafransky|Spalding Gray, Mike McLaughlin, Melissa Robertson, Alvin Henry|http://ia.media-imdb.com/images/M/MV5BNzYxMzA3Mjg2OF5BMl5BanBnXkFtZTcwOTUzNDMyMQ@@._V1_SX300.jpg|6.8|1079|tt0116447|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0
